"id","rsin","gemeenteCode","kvk"
30822c68-7d6b-49ac-ad33-2000e5b615be,001220469,0003,01173706
b5ba5e2a-32a5-4a39-8ba4-39ac4381d533,001932809,0014,01171824
c81399ea-a427-4517-855f-e3fba5f0e2d8,009962475,0024,01180449
1c24fc68-acda-4aac-bad6-b7ac87dcef9d,006462583,0034,32164984
531ada9a-1dab-4a5a-a23e-482bc9e2d6a3,001374564,0037,01169424
71d2b538-e275-4a09-9794-e55a56587394,001374527,0047,50852736
cea858b3-f34b-4f5c-a3eb-1e07e2f7176e,006462455,0050,32164515
b851427f-8525-4cfa-8e9a-bcb88637b645,001949251,0059,01176356
2e5c477e-f015-49eb-888f-e92e629b5ae9,002017441,0060,01180264
070f12c2-b0b1-4046-a0dd-e00a43f2398f,001608836,0072,50945149
6ae55005-cdfc-4dbb-b965-1cb7d17c4e3e,001966108,0074,01179719
2f9b0c35-f950-4ad7-85a8-015111074935,001903664,0080,50042688
8585c20d-c2e4-4886-9b9a-81c47c706c7f,002017891,0085,01180311
29da92cc-a3ee-4c68-be7e-0b875a5b162c,001950149,0086,01175380
85ddb0bd-17ae-4b72-b8a4-55ece973d556,002017428,0088,01173331
bcb967f6-5637-4951-85a0-1b40027a68ff,001608861,0093,01177508
4e326b74-d06e-4771-85d0-f9840f0cdc0b,001608885,0096,01181122
294fd0dc-f930-433c-84db-fded3dc17642,002072117,0098,50738631
ac31339e-693c-43a0-aebd-51ec90013539,001587936,0106,50788590
f4519045-825b-4c9d-b4fa-07f9c1a6c052,806300917,0109,01173197
cdee1914-da67-4ca1-b9e2-90a945a18bb1,001969316,0114,01181973
40413a7b-212c-4746-94c3-fca7878d4eea,001268193,0118,01175828
570d8606-997f-47e6-a7cc-ccdfdca98400,806299046,0119,01178692
02ea4b5f-4227-4504-a677-885911d8518e,001255824,0158,50232274
2a40573a-f933-4c3d-9766-d1063f7fdd27,001584157,0160,53009886
1c73d9df-d459-40ef-bd74-7e7cc7691d1c,809249091,0166,08216768
492beca2-2e0e-4e45-89de-622049d777b8,001255836,0168,50869744
05a968ed-8b7f-4e53-8f85-07571852ba28,001891984,0171,32170205
f48a2e9b-158b-4b40-bdd8-16e2d6eb7632,001255861,0173,08224234
59622381-5a55-4612-a79b-3883005b48a5,001892022,0175,51102757
db3cf30b-1beb-4dd9-b60b-d3b7625aa902,001892009,0184,32166227
daf3c247-5e84-4f0a-acc1-e4f79bb38be0,813584784,0197,09215631
3d5b4f18-b1b5-4fa3-ac16-0393d6b720de,001825112,0202,09214908
06d49dc3-c513-4ce6-afbc-858efb11d9a3,001831112,0203,50313851
a686ad16-c80c-4924-a6bb-6e07ec2d1389,001094920,0209,51487659
9749206b-3821-4caf-a916-df11ed96df9b,001046561,0213,50530003
095a25ae-2fa3-41de-9a6f-6f38b6850119,001486809,0216,30278756
a25b3810-eb04-4c9d-ae1e-fa479b7e83d2,813585983,0222,09215668
002b6431-4282-4073-846c-c153c1a084c6,001100415,0225,30279480
8f00299c-dde3-458b-8ffb-c464b626f7d9,001202546,0226,09217727
9a523001-230a-49cf-a6b0-5738cab673fa,001104524,0228,09215646
703a2b32-755a-4609-bd66-bb5b969ab5bb,001831124,0230,08218414
879f7a73-1907-431f-8391-787c7596d02d,001831136,0233,08217014
b80632c9-cc72-449a-8bc2-21e912f4a6fd,001831148,0243,50197576
1a94f8df-a14f-40b3-98b1-71be047bdb23,001300015,0244,08217553
c791ae7b-c66f-49f2-9d26-4b4141b4f2bb,001096163,0252,50916769
595df1a3-efc4-4ff4-9148-7ed2f2cce793,813647320,0262,08215192
6843e01e-9885-4df5-bc76-fbb326dd6c72,001831197,0267,32165156
4afa51f0-a98a-41e9-a546-93dbbe15750a,001479179,0268,09220932
92754d0d-b0f2-4fec-b042-213f2ce7aab5,001202698,0274,09215649
69fc7a27-aad5-405f-95e9-a09511b508b9,001202637,0275,52066169
3b5295d8-33a1-4017-8a3b-6d01c89c1317,001202662,0277,09214922
d0f8ac01-d640-4461-8b25-db6ad680d581,001104469,0279,32168248
372d6058-ca77-44f7-b0d9-885e4ac46c4e,001104536,0289,09216322
2f5bd95d-3c27-4082-84d0-6c3fed8f569d,001202601,0293,09212509
d79df749-6fe6-45e0-afff-70edfc848e9b,001974658,0294,09219446
be9b64aa-7cfa-43d9-a409-62f4e30c82de,001096874,0296,09212602
dc3e611b-8cee-4be8-bb0e-f131b2ac7f70,807288111,0297,30276781
21d3fa71-8eb0-42b6-826a-1f75969085ff,858633164,0299,71235426
3dbd3bca-d6d6-4f30-9fd5-b6a7ccb4d73c,813584620,0301,50099604
801cc8e7-3af9-46c7-8551-30f60413b4c6,001935823,0303,32165460
7c1ebf9e-bd34-42dd-a45b-2542f7ea7a29,002508369,0307,32160938
7a75495c-d2a4-4eb9-bd8e-cb9ee7b02b32,001739657,0308,32167607
f98f85a0-24de-458a-9a9d-fc649a7078c0,002313273,0310,30286795
0790581f-af8a-4c93-8a77-04668d29ef5c,002691401,0312,30278213
d52dc687-c637-4bb5-abf3-75932f500a1e,002508631,0313,32165160
11a4bc20-ab43-4325-9737-1a4cc36a7bd1,001739712,0317,32170038
437d247d-c33e-4745-99c8-38f9606b8272,002313388,0321,30279619
48bcaeb2-670d-4654-9ceb-56f2ee96b95a,001721628,0335,30277195
0983e6b2-ef7b-4213-a144-ff0685caae9b,001104512,0339,32163726
d4e76305-68e8-43d5-93b1-81bedc2a17f5,001739682,0342,32163787
6da3b2ce-3cf7-469a-af64-de402d2416c1,002220647,0344,30280353
cc3d6c2f-2a70-446f-be68-33389cc469ff,001104470,0345,50182544
f9d5f6ef-5d24-49d2-8319-8cda744b48f6,002508679,0351,50676725
f3716387-d8c2-4fb0-9313-87917f7a52f3,002691760,0352,30279669
7abdfba9-9053-42be-896d-38999603f3c0,002692016,0355,51626268
3c40ed1f-e739-4715-b332-d286893724ed,002313546,0356,30277029
508db5cd-a875-4549-9d52-36fcbda297f8,001721926,0361,37158340
667fdb1a-480b-4ed8-9302-ee90b518b09d,002564440,0363,34366966
acdbec3f-44e4-40f7-90e4-5c829fb0dcea,001801284,0370,37160006
dd1491a9-58ed-41ea-8dde-31a4d14b8fc6,002794056,0376,32168837
8981cf8e-e087-46ad-8935-68deedbb43cd,001509822,0377,34359304
fc1ecc1b-02e6-44e4-a790-7c7239fe9b71,810243428,0383,37158509
c52656d9-7f1c-46b5-99f2-bbe43e7f8d80,001997233,0384,34374815
99d191a7-b47f-4b31-8159-198c6dae0997,001516619,0388,37159077
f8de1f00-c3f3-4f9d-84c6-e33d9b442db8,001005650,0392,34369366
ab47c660-c8b8-4d60-af84-140a080c1214,001509937,0397,34381346
cf75d13e-0407-4c21-a32f-655a2d1cf5fa,001722219,0398,37159339
71cccdac-51d7-41b3-8cc3-70c42c373749,001722244,0399,37159666
0c4c23e2-9b77-4dfb-b6e9-ec95fecb1ad7,001945907,0400,37160613
3bad90a7-35af-40c4-a514-4bac086b71f1,001941914,0402,32170443
4c1b7dce-61c6-4841-bba9-54d93c1b2891,001516814,0405,37159084
ee71eb83-4758-4017-bdf4-cc63dac3d666,002310612,0406,32166112
bf748316-7e94-4417-9a90-7d2edc9a9349,001801491,0415,34363827
fd83c730-7248-4e74-8cb6-82370b475487,001722311,0416,37159352
b4d87264-2f48-40b2-a1f9-21a76a5025a4,002310594,0417,32169164
a31c471e-3bb6-430e-9bd9-9fc880dced94,001516826,0420,37159672
5125c467-bdc8-4623-93e3-e442895e0b46,002014294,0431,34371033
bf010cbc-dfeb-4afe-a147-b5d6736a6ea8,001516905,0432,37159195
1e806761-88c4-464e-888b-5cd0742425d8,001801582,0439,37162503
bbc050c7-e978-4081-ace1-ce6c523e5852,823646518,0441,56838328
45eb514d-fb1b-4feb-a908-2cb54cc0c074,002000155,0448,37159104
d44f1ed9-4e9d-4d2c-aa19-5a030cb7ed4f,001999321,0450,34363838
9fd53c57-f8db-4f2c-b480-26032406f948,001997634,0457,32165235
bf82eb57-e61f-471b-b3d3-a3fe5ce25306,001509962,0473,34363858
4153686a-d7f4-4ae2-81c0-37d44858faed,003148889,0479,34367942
1a3350bf-0083-432c-836d-6db940faa5c0,815096288,0498,37159718
e9423a90-ea2c-4383-b6cf-28e3d18bee2f,001911193,0501,51392380
7c13c56b-0103-4f2a-b229-107679c54e1d,001877045,0502,51332493
544b72b9-d44d-4148-96b4-0a754c8d39df,001915794,0505,50070525
af673740-0df3-4e95-9283-231f12a58ede,001962577,0512,30280479
a36ee35e-9c82-47f9-a051-f46d4c888b21,001997956,0513,24487063
fcf8c510-f2fe-4e3f-b736-a2cf302914c5,001911259,0530,51860015
d820376b-a380-4a36-9e0c-bf1f1305cd08,004620732,0532,37159550
8da3a57f-1740-4f26-99b2-d1e3ba625e3f,001877185,0542,54596114
8c26a26b-2e8f-416f-b718-9644d7d5fda6,001797724,0547,27364127
99811e80-6f9d-4d66-a2b4-3c58d6ccf981,002528198,0553,27370966
a0e183f8-5d6e-4aaa-b2d9-5c560f2ab8cc,001320257,0556,24484110
38177314-5da7-475b-9dbe-4b7f923a1cb7,002528381,0575,27363416
632ee39c-2916-44a2-87ad-b24a5b13491c,001797840,0579,50025929
e277ebed-61b8-4baf-8dc9-7e9bb7d9fded,001721689,0589,53878388
e6d2c2da-9f6f-4bf3-af0e-8f149be84292,001877410,0597,24493197
3628d9ce-14de-4a84-9e97-09af6de6b353,001876387,0599,24483298
094cf28f-6486-46e4-afb4-c48bd8d82533,001527812,0603,50681044
5f2bd979-6388-494f-ad7b-54a101d668c5,002539780,0606,50991663
5b956464-b11a-42b1-bf31-9d957120bfcf,001921265,0610,24488726
13e54698-e20a-48f3-8b05-f41d593c61e7,006825515,0613,50875825
93484218-d065-4bdf-a4ef-fdf84a26426a,004999459,0614,50358944
2c1df059-aa29-4e6a-b05b-d97bbf6e411d,001320270,0622,24485270
8f1e2d26-5b8e-4d94-a3ff-a9eab57825b6,001797621,0626,27381083
4b473b58-c421-41b9-adac-a1ffb3ee539d,001998389,0627,24482458
4f1b9c31-3ea5-48e9-9ca8-bd3e1926525d,001527903,0629,27380612
31b98e25-73be-4f9c-9341-d9584a1ee905,001721860,0632,50177214
b4e912ec-09c6-4f3f-9608-9f5ab2321bd5,001527927,0637,27376002
d1d3e229-c64a-4ce2-ac9e-2de24995d363,002118890,0642,24490491
d7427f7e-d1e4-486f-9211-29336b8c2d43,001598752,0654,20164138
a743bd2c-d6d0-476b-91fb-e7a727d14197,001598776,0664,20164585
5c8b4313-5bda-4847-9d44-426cfaf85e95,001103465,0668,30276854
f3143c81-0356-46c9-8763-75ea0a80cb27,810988707,0677,20165080
f3bc8131-ae50-4912-a42f-1b1d23df6332,001598788,0678,51309971
a975691b-62f0-40a0-8ace-39f8f89e817d,002128032,0687,51041510
c1d18f34-88d3-4810-b15b-4852d72e7fe7,001598843,0703,51143313
7c36f76f-7c57-4c86-afa7-ca65864a54ed,810965148,0715,20164929
beaac35f-2fb6-4d18-9cb6-221627949a47,001726006,0716,20166109
34d38508-9658-4cd8-89a0-85fac91b0675,805307631,0717,20165936
34f4cce0-9c26-4a3c-a7a0-dd2faff59258,001710369,0718,20164548
75f54f37-668d-49fa-97d9-3f407da7482a,001905776,0737,01169679
0d0dd02a-f7f3-417a-a695-4eecdcce3f24,001600230,0743,50210254
d97abc82-c408-40b9-8988-5b0ab89f152c,001725038,0748,20169091
a5d7a906-6e75-4bc5-a1af-6787cb069bd6,001902623,0753,17273055
06a979cd-302d-4ef2-97bd-b3d57a387c56,001160710,0755,17278721
6edeccdb-415e-4249-8bd5-d79ed3c06bbd,806385297,0756,50650068
3f54389a-50a7-4655-9bda-59ded1907777,001708958,0757,17278580
1c191e1a-3179-46dc-872c-db0ddf4af8c4,001600278,0762,17281823
c556ebd1-f1bc-40c3-aef4-89c38bfbe555,800115880,0765,50654993
a79f15f9-8605-43f5-8e00-1bf61ec9cc55,001325978,0766,17274669
83af2ba9-48c1-450b-bbb6-e53e603764f2,001902684,0770,17273265
800464af-b7ea-44d9-87f7-9ef065d2aed1,001902763,0772,17272738
6bd4a66c-3259-49bb-ace6-3d5f1ff150cc,805319074,0779,50771752
57492859-dee7-45e1-b32f-bfb3f35d276d,001326065,0784,17272741
2cb9982e-8031-4e18-b962-2833223d21f1,804259458,0788,50106236
140b0544-c0c3-41db-90a9-9aaea106c6df,001600291,0794,17272669
7e0234be-1ffa-4fb2-b936-4a339f9ab3ab,003150677,0797,17278565
e5b2a4cb-c061-4083-8031-008eb52bfb33,001172694,0798,17268742
10eb2876-e00b-4bc9-873c-00ff60bbfa19,001172724,0823,17285344
342ed692-7fa0-459c-bcdd-15bf8abc0c30,001326132,0826,20164965
9b4b7939-e87e-4b64-8e9f-b01515a7fd8f,001160849,0828,50616641
1f70ddf0-679a-4ebe-9ea0-e8e12fd9e214,001522668,0840,20164997
226d5de2-55b1-4b7e-8d65-14bdf3d546f4,001600345,0847,17273152
2d6a709f-77c5-4bda-922b-c4650be76858,001902921,0848,17280818
d0a9e0f9-5336-42fd-bf88-743836af1195,805329419,0851,20165025
6bb21289-1311-4521-968f-70ee69732b8b,008340560,0852,37158345
1a40f87d-8d61-49c3-a954-c33b764502d8,001160928,0856,17279334
c69f354d-2ab6-4bf2-b373-b4e7a18df78e,001902933,0858,17272342
76707abc-3304-453d-a195-ba8e3ac63cd2,001902957,0861,17272483
85da771c-fbe0-42ce-acba-94b1b86c3ac1,001709240,0865,50653466
3207ebac-6d8c-47e4-a46e-6acdfbbd3b57,001902982,0866,17269410
cbd3db08-26ec-46c6-8750-49b0af10bfb5,805329456,0873,20164797
453bec66-c150-4a3d-af1a-7302f55654aa,805329468,0879,51853876
8890ba31-3762-438a-b01a-ee5a8004de55,009352181,0880,34371004
75e2a878-c731-4c1a-acb6-a90c02b0bb05,005560500,0882,14131528
270f1c48-ce54-487d-96bb-67911c0163b8,001567548,0889,14130743
a3e40034-88a1-410d-80bf-971022afc590,001683032,0907,14131481
69ebd406-5e79-4878-8334-34693272aba6,001737223,0928,50778692
5874d735-3c6c-48d8-9a91-b0bad06d129d,001737442,0935,51488744
392b7d3e-3faf-44d9-b101-57e4c66cb5dd,001910693,0938,50443089
458c8fb0-ec40-4e1d-8ee0-6e3feb30e8be,001113896,0946,52395413
5dbfc90f-1dfe-4dc5-9a44-6430391c61b1,816963186,0957,14117104
ac388637-3a79-4ebd-9d58-78a860dd05d4,001737168,0965,51486075
fad577af-7693-41ae-a0d4-7392e90aa4dd,001567834,0983,14131668
62df7acc-fbc8-47a2-b471-38b20c0ebffb,001731361,0986,51896125
6d764847-257a-4bd7-976a-1f633f369036,001116046,0988,50320408
f902be2f-312d-4644-9eb8-0c97dd98ba92,005024249,0995,50000578
d43f21f1-ec58-4753-8a63-0eb82373015b,809266660,1507,14130612
3fc82ac5-329f-4d2d-b31a-79e3975d8763,814927233,1525,27364167
258983fa-fc3c-41de-ad92-a708898a1bca,814994386,1581,50092812
26b0f4e2-71aa-406a-a673-f7db7a1901b4,813586008,1586,09212525
8d4f558c-4630-43a0-aafa-193b8dbe2726,004620768,1598,50582445
e2e1f8dc-7391-4108-9cd0-d69c2575f7a7,817291295,1621,27366643
554b2bfd-c874-40eb-91d4-c3cf96117926,816963228,1640,50277324
f7c961f4-2fba-4c5e-87f8-a2d1f0657410,816963253,1641,52925811
4b97bad7-6c80-4071-9b03-ff00166a533c,805329535,1655,20164480
4fff728f-4071-4d9c-952b-2ca45ca997fc,805598960,1659,17279582
8cc78ffe-ddb1-4bf9-8246-51383abb477d,001902866,1667,17272521
3bc0e98e-b324-4e39-9b34-5eae8f41f3ee,001522644,1674,20164788
85896b9e-3786-41a4-a440-c22676231e14,806300966,1680,01140749
b31e03da-189d-4592-8064-b2f0265b67b5,802756803,1684,17278665
761d3b94-63ea-4ac9-80ce-75da822dc67e,802409180,1685,17275949
3f5548e4-1380-4c1c-b0a9-1a66b1b98fd7,806292222,1690,01160183
960be323-0061-4a98-8ca2-6b91d4f4a49d,810115013,1696,32165063
dc9a9448-99f2-4528-b291-b9b7805e0e1d,806300619,1699,01173391
55de5574-0765-416a-bcac-f10a7bcc4183,806298844,1701,01172480
c1286d5e-3c73-45fa-a0ec-a13c8fed7cf6,001902660,1706,17282376
fefe1232-e428-4f56-bf48-a4db6dc7ad24,805329316,1709,20151657
6b26af6d-33ba-4d56-ada4-0a6389a0bb47,811046321,1714,20164313
59683aff-3204-40a6-8e10-df0659d40198,001902611,1724,17273202
5e17614a-e789-4f0b-ac17-d4bf9f5a6d4a,806298649,1730,01169292
6b49c5ee-034f-459c-8574-20c60650896b,809032375,1734,51178567
a350a677-d799-4355-a86a-38f98f5daabc,812579446,1783,27371717
d2a73e1e-50e2-44ee-a449-d664b28e6b9a,813647290,1876,09218559
f7f3bc18-7f23-4848-86a7-403a12ccfbd9,001954805,1891,50820753
e5808fa1-9ea0-491e-8e62-1e882c0341b4,821515160,1892,50595644
acc38413-4c62-4f44-a154-61c74b8b7902,821535821,1894,50397052
f169385c-a586-4c25-bd56-538760db480b,821479490,1895,01176290
eeb4ee21-807b-460c-86b5-4c6b91994ac6,809249182,1896,54552907
179fc005-7482-4df2-bde8-92151fb46f39,823214527,1904,51681897
38ccc902-aa93-4016-aa10-3fcd9731502d,823495255,1911,54477506
a5d2d31b-19ab-4485-89a1-26671bd81461,823890478,1930,62252046
6620fd64-8189-43db-866d-f41568ffd5d2,823953026,1931,62251686
a9468e4a-8f4f-4bb0-9ba7-bdb15d8a3a9e,006632439,1940,59603925
e217d836-4dd5-4618-9dee-5cbd71aaf531,824143826,1942,64935345
c54fc718-1afe-4ad7-8401-c7cf344c0b1b,856673213,1948,66723019
3a98ea02-141c-4ab4-bbb3-808861499bca,825581345,1949,70528586
825cc382-10a5-429d-a0c9-a9ebbb2f78d4,825559637,1950,70485836
65bbcf4e-6e3a-4988-bd1d-9c6f516f4f6c,813585879,1955,09217772
c44149af-881b-4a97-9715-5144e7ad09d2,001486846,1960,73549207
8110cc1c-c339-4f6f-8031-5ba6ae106edf,009845057,1966,73550728
448ed2b0-15ad-44de-a6b1-153e8d9c8525,001608320,1969,73552208
5b6a22de-8ebd-4e37-8dc4-d116b3af90e2,007587107,1978,73552739
b12ec0bd-eab3-4016-b06a-ad7261ed8554,009301914,0010,01175851
2687dd73-7259-4da3-b53b-0636e6d79c5c,001022799,0090,01172164
c19791dd-12d8-4017-a495-dc984644920e,001584108,0141,08214858
42387a46-202e-4559-938f-51e7b775f8ca,001888468,0147,50450948
410bf7d2-0ea6-4a4b-8479-6ed71f302ad4,809249108,0148,08215340
1953661c-a5e9-403b-8182-0f194ee219e9,001932469,0150,08214418
61152a44-6ded-4a12-aa31-59b79e851a9f,001589623,0153,08215195
ccfd1292-2cb5-4964-848b-3be118dbcde9,001894729,0163,08221859
d75377ed-b4e6-4e61-8df3-24393fd14fce,809249145,0177,08215191
fe032230-9afe-4ad8-81f5-e1542b47bc00,001274739,0180,50296140
ac519626-c18d-4874-b538-c973fe13b928,002172859,0183,08215565
9a5aa334-ca17-4a67-946f-4ed32536240b,001584182,0189,53309561
6d3be51d-78f5-4f4f-99fa-39884e543db5,001900249,0193,08218173
99bbc46f-dbce-4818-8012-8f8a3fe8a2dc,001299918,0200,08223882
4b892f88-b02b-47fc-a2af-18059988b916,807287684,0214,30278157
48819e12-9b18-4bcc-b53f-39f5d88f9c08,001202728,0221,09222121
8b9d57ff-b5c1-40eb-a60d-aedfb3e73547,001299992,0232,50483714
055e949b-6eb7-47d2-a9be-79267d9c56c8,001300027,0246,08213234
39ef6d53-a664-4401-b41a-b6c10e9cb5ea,001831203,0269,08223460
5955a280-7cd0-4941-9fd6-7ca635f5db0a,001831227,0273,08216960
7c307342-be64-43a9-93e1-e07e8e47e71d,807286953,0263,30272405
57831c42-44bd-4d86-9544-d8d565b8b917,001101857,0281,30282147
b0a4043e-f565-433f-a972-f8fa0ec02b0d,001299967,0285,08218153
2bce3dce-ff8f-4f53-b43e-85758085c5c8,001831185,0302,52584372
9bb0fc9a-c169-467e-8e1e-0556c92de8a9,002508667,0327,32167695
e8401156-2d70-4f85-8863-78cf2e4ed7c7,002313455,0331,50029886
cbc28493-8ea1-4d64-ab1a-3866d6cefb78,001104500,0340,30283218
b9a44e16-e049-402f-a58d-6c2bb3769db0,002313832,0353,30279625
c58ee938-797f-4537-a6a4-1c6ed33032b8,001900675,0358,34362237
fb093081-eb7f-4d26-9a1d-b1a83a72ec64,001900663,0362,34365024
b95aa490-fd61-4974-9b11-96810185c763,001999266,0375,34379987
20dd62b2-5c23-43f1-a6aa-45c6d36e3ff7,001708879,0394,34366641
3522d2ae-a531-40f2-a944-1c67e0238ce8,001999291,0396,34368749
6e3ee44e-0018-4dba-b8eb-c91218a556b4,001900651,0451,34371711
7e9e963c-1c64-40fd-ae67-892bb53a76c3,002587439,0453,50115634
5dea4597-8c26-44b3-8198-938da96a53c9,001918412,0482,51378469
f1986bde-731c-4de7-a782-abb6da84278c,001490394,0484,27375186
41479dd6-db9a-44b3-a17f-4323acef1fcc,001876946,0489,24494374
dd73e3bb-f527-4279-91ce-4089b89b42b7,001569417,0503,27374588
7e671e2e-2d0e-44ee-8b86-61f5e1cc3a00,002528265,0534,27363838
9b6f3e65-5ef2-4bd7-ab72-0a7e1f57a476,814933737,0537,27370956
a4b5fb09-cffc-4b9e-8d63-138df9aa05bb,002311112,0546,27364192
2e0aa4ef-e90c-41ff-b33a-e43d735fcc1e,816172638,0569,27364328
fb2ac689-e3e6-441e-b702-6d722a8b6a20,001919775,0590,24483621
c58649f8-79a2-4f34-9ada-a6264921a9c2,001797839,0638,27363529
d0eea1fd-a7e2-4848-b7a0-e121272deb1e,823178195,0736,30282562
082639c3-e728-4bd9-80eb-c4cc7e0e1858,001336071,0758,20169706
deacf72f-0271-4850-8ac4-b849d3c855c4,001172682,0785,17272690
6a00e375-4d4c-4ae9-b4d7-92cfc06cd4b6,001522589,0786,17278466
080ea253-e009-47e0-be2f-4de9a7c20e8d,003067841,0809,17280777
e3b725bc-c3a4-43a1-80c3-e3e6ac061199,001160813,0815,50466208
051e1ea2-4680-402a-aac9-114e371eeefc,856085376,0820,65372271
d76258a7-c0c0-4a1e-9c25-09b7d3be9b12,001172736,0824,17272760
6ccdcf1f-fb39-417c-868a-6dae9c025e04,001172773,0855,17281808
6bd86b65-18c2-471c-9331-a14f3c1885b0,003067889,0867,17278006
f4a6353d-546f-46aa-8e47-1b633996263a,001732304,0888,50539728
3e58207b-e2b6-4b01-9c18-4f3dc495fee7,001681047,0893,51350696
6bd17a4b-e88c-4a61-853d-dd83bb3ecee0,001733035,0899,14129999
1ca86f14-2b5e-4888-8614-e8a55cd0a6b0,001736206,0917,14128451
62791eb3-4b8e-44ef-8be2-f8de8d1311d9,001683731,0944,09215819
68d61df7-34bf-4d95-b318-13fe313e4201,001731105,0971,51984997
67607b9c-7808-4c7f-81cf-c34529ae2328,001737211,0981,14131922
25a86dc7-cb4d-4f41-8d9c-37c5cc4be90a,001567731,0984,14132389
06293185-b282-46c0-9b09-2197d58bc08e,001910760,0994,14131921
56aa5dfa-552d-45b9-a69c-c5fc0af02100,813587219,1509,09220971
1928f6c8-537a-496a-89bd-54da64514f2e,816963265,1669,50035452
3f592be1-8958-42d4-8da8-5d9efc276ab4,001584170,1700,08215207
0ac18a10-b6fc-418b-ba03-7e92928a740c,802351724,1702,17242249
0c575d5a-68b9-41d1-8636-4881e82a0aa9,809255832,1705,50986767
86b159fc-8ed2-4085-9cbc-907a4790f14c,809249066,1708,54137756
83cf1cfc-e6ac-43a8-a84e-ea98e2a479ac,805319141,1719,20164410
02f076b7-adc6-4f8c-a89a-4fff4f5ba3ef,001160771,1721,50475266
504f1317-5b83-4126-9f99-81a128abd405,001902659,1728,17272566
b5fbf0eb-3f96-42a1-afb8-c5c61db7262c,809250901,1735,08215304
28e8da63-684c-4d2b-839d-62acc52786a7,809245206,1774,08226314
2e908765-a10b-4325-9fa1-48db750379c2,813585922,1859,09212462
6a34744a-f050-45a7-9789-c4b7d70f44b3,820077811,1884,27369098
928a709d-17cc-4348-b4f2-9c09c9dfc757,854730357,1945,62254944
25709eab-2c7a-470e-ba7b-753bbc70a4ba,859177865,1954,72623705
28b9ff03-9a20-4a6b-91be-793354edab2f,818477969,1963,24479978
